,Unnamed: 0,age,education,employment,meanhouseholdincome,log_income
1390,1391,43.477,13.58235,1.95372058,65170.884,4.814053611953375
1392,1393,41.800514,13.138473,1.789494917,57131.705,4.756877185045013
1394,1395,42.612337,13.444625,1.893605588,65553.336,4.816594797773261
1396,1397,51.308679,16.114664,1.44012605,95325.53,4.979209228584423
1398,1399,42.60556,15.834034,1.790935278,41210.405,4.615006882624585
1400,1401,40.31397,12.37103,1.675988005,46313.948,4.66571180370028
1402,1403,42.274662,13.171569,1.777628395,61114.972,4.786147617123956
1404,1405,39.586819,13.013732,1.887073348,51471.413,4.711566090723061
1406,1407,54.645349,13.66879,1.66875,41395.706,4.61695529384497
1408,1409,45.26506,15.275862,0.857142857,44488.889,4.648251560452608
1410,1411,36.899196,14.726142,1.788952192,83998.566,4.92427187197137
1412,1413,35.332197,12.207856,1.834827493,44077.671,4.644218638961464
1414,1415,41.512195,13.316985,1.850083752,46847.471,4.670686151031904
1416,1417,44.284631,12.907065,1.734288864,42821.879,4.631665719974476
1418,1419,37.50624,13.506367,2.046225273,57922.983,4.762850919678734
1420,1421,36.127939,12.874608,1.867525299,41564.779,4.618725475699559
1422,1423,42.674392,14.295508,1.681962744,63791.259,4.80476117357791
1424,1425,40.795367,12.663551,1.562295082,41308.989,4.6160445661435165
1426,1427,38.779364,12.552299,1.811102544,47670.112,4.67824617229467
1428,1429,39.585599,13.045128,1.601510859,41748.639,4.620642322108861
1430,1431,40.779004,12.769692,1.737470167,44126.672,4.644701174523165
1432,1433,32.352559,13.303294,1.877010898,50496.883,4.703264571431953
1434,1435,42.838235,14.00367,1.905405405,65998.676,4.819535223243966
1436,1437,39.143682,13.903828,2.026862365,67068.266,4.826517078125853
1438,1439,40.60634,11.909216,1.660418791,41837.074,4.621561303247131
1440,1441,44.657578,14.212678,1.560114778,58246.183,4.76526747036153
1442,1443,39.333265,12.533188,1.705492173,46548.492,4.667905616000777
1444,1445,36.22774,12.87027,2.031055901,51322.438,4.7103072787394815
1446,1447,35.547685,12.793559,2.010471204,52575.199,4.720780925189806
1448,1449,38.98269,12.55106,1.544502618,39711.045,4.598911315715662
1450,1451,35.813665,13.277502,2.06242236,52994.652,4.724232044618163
1452,1453,38.169206,12.886443,1.650663943,44683.861,4.650150692163992
1454,1455,40.941379,14.916939,1.864217023,76224.401,4.882094020201514
1456,1457,42.164831,13.943129,1.93601211,49731.207,4.696628999893363
1458,1459,41.954779,13.462575,1.90572087,50800.321,4.705866456537625
1460,1461,36.068984,15.182362,2.147426982,54664.044,4.737701757285637
1462,1463,41.9544,15.449309,1.456389452,115024.272,5.06078949325278
1464,1465,44.457099,12.524743,1.723738585,44518.356,4.648539118077064
1466,1467,39.512744,12.792261,1.694915254,45684.028,4.659764389043626
1468,1469,36.455186,12.986436,1.979456594,45650.87,4.659449058597566
1470,1471,37.058981,13.34794,2.093822394,58466.26,4.766905313551462
1472,1473,39.915972,12.421731,1.457811195,38900.164,4.589951432280589
1474,1475,38.271429,12.568627,2.052631579,46101.695,4.66371689319039
1476,1477,32.596708,12.200445,1.791102515,43196.85,4.635452078354347
1478,1479,37.690261,12.742513,2.128826531,52613.827,4.72109989245548
1480,1481,35.831182,13.319572,2.180392157,51373.705,4.71074088756651
1482,1483,46.539609,11.849769,1.585043891,38467.446,4.58509335280207
1484,1485,40.317687,12.203571,1.816862261,41916.868,4.62238882499826
1486,1487,37.605904,12.474043,1.941681394,44211.238,4.645532676159907
1488,1489,42.795446,12.303592,1.389135802,35378.129,4.548734861177949
1490,1491,39.129809,12.205896,1.854089601,40984.107,4.612615476711953
1492,1493,36.877933,13.029026,2.101534829,53813.946,4.730894838602768
1494,1495,35.542295,13.325282,2.137950139,53883.675,4.7314572080196395
1496,1497,43.445375,12.582355,1.530371486,39153.116,4.592766331087565
1498,1499,40.104593,12.756452,1.913422977,44928.414,4.652521088007547
1500,1501,39.431096,13.048157,1.960215054,57854.11,4.762334216994199
1502,1503,43.952374,12.124551,1.30722047,38048.852,4.58034155788487
1504,1505,37.204251,12.283179,2.027733935,46472.12,4.667192484901951
1506,1507,35.458527,12.851189,1.966864224,60555.096,4.782150696967973
1508,1509,43.312204,14.354005,1.878612717,58808.71,4.769441653028527
1510,1511,40.071964,12.588621,1.654440154,42320.439,4.626550164090662
1512,1513,40.23913,12.851485,1.800283286,46283.804,4.665429045792185
1514,1515,42.528327,12.939604,1.647649083,44213.794,4.645557783455227
1516,1517,42.9324,12.567566,1.724933972,40674.652,4.609323845932775
1518,1519,40.065107,13.226703,1.800637959,47035.603,4.67242671608486
1520,1521,42.332767,13.166904,1.829723992,42626.258,4.629677209229792
1522,1523,41.129536,12.618661,1.832207207,36262.864,4.559462101201221
1524,1525,38.985116,13.426383,1.822064057,48961.949,4.68985869719098
1526,1527,37.237803,13.0987,1.934460888,47552.899,4.677176998272907
1528,1529,37.885883,12.866246,1.858324146,44138.921,4.644821712389896
1530,1531,36.48945,14.237801,1.908842795,56970.911,4.755653164148794
1532,1533,38.419808,12.903254,1.890909091,45211.24,4.655246418509023
1534,1535,36.970031,13.047557,1.91529278,44615.846,4.649489132436848
1536,1537,42.846742,13.28281,1.777938832,44047.606,4.643922309360026
1538,1539,42.36254,12.364865,1.837254902,42510.816,4.628499441379637
1540,1541,45.435644,11.811594,1.602272727,37270.27,4.571362538959511
1542,1543,40.417178,11.601942,1.209677419,29679.167,4.472451707510621
1544,1545,40.102774,12.923982,1.868950112,43261.896,4.636105548951749
1546,1547,44.198228,15.153595,1.705,60381.561,4.780904336327409
1548,1549,45.585106,12.415094,1.959349593,45813.305,4.660991623177266
1550,1551,36.842219,12.571846,1.718330849,44797.569,4.65125444706664
1552,1553,39.607245,13.676529,1.864361702,60214.666,4.779702281741902
1554,1555,43.188406,13.446429,1.396825397,60293.651,4.780271582773053
1556,1557,38.968454,12.121523,1.517739816,38248.684,4.582616497231591
1558,1559,45.567989,12.675182,1.566552901,39135.433,4.592570143278436
1560,1561,39.529357,13.692536,1.973661297,72324.418,4.85928494753391
1562,1563,40.425211,12.828624,1.878515579,57844.753,4.762263970954252
1564,1565,39.689482,15.020098,1.637235568,107427.451,5.031115271070226
1566,1567,40.421299,13.238784,1.873603468,64836.306,4.811818263278317
1568,1569,38.665286,13.043553,1.943222374,57498.112,4.7596535844906125
1570,1571,42.883157,14.216412,2.006655093,90199.042,4.955201924944125
1574,1575,39.170503,13.473778,1.866719912,64203.433,4.807558250702733
1576,1577,39.519735,13.589125,1.78742907,66477.544,4.8226749661468356
1580,1581,42.57386,13.234371,1.799288,63496.197,4.802747714719152
1582,1583,39.5136,13.080409,1.947113699,61066.488,4.785802943967067
1584,1585,36.750108,13.259343,2.048846297,62828.095,4.798153891746329
1586,1587,43.871968,15.623181,1.657547851,110217.018,5.04224865670157
1588,1589,42.493198,16.36555,1.889781131,81432.907,4.910799938557105
1590,1591,46.763672,13.708623,1.65897874,73919.506,4.868759055855571
1592,1593,40.411046,15.368308,1.961910343,91669.071,4.96222283011066
1594,1595,41.157486,15.539384,2.031962913,100159.06,5.000690240000454
1596,1597,54.04984,14.959611,1.21102248,79394.759,4.899791834763317
1598,1599,45.841604,15.075455,1.850769231,86024.64,4.934622863840592
1600,1601,41.679477,15.391226,1.805134957,93997.695,4.973117204014013
1602,1603,40.328169,16.755727,1.923630455,151061.706,5.179154385049368
1604,1605,43.018095,14.274715,1.879130348,72359.591,4.859496103420708
1606,1607,42.875529,14.578586,1.898106682,72129.625,4.858113674310487
1608,1609,43.967732,15.124318,1.814658161,80962.212,4.9082823651858245
1610,1611,42.75297,15.420942,1.809175762,96703.179,4.985440751223276
1612,1613,47.495082,15.645937,1.680921895,118526.547,5.073815632408451
1614,1615,43.246769,15.572909,1.649060662,110428.164,5.043079851562351
1616,1617,44.081104,14.982434,1.67579116,96328.8,4.983756150168607
1618,1619,43.110867,13.070649,1.626371799,53263.832,4.726432408002063
1620,1621,53.296717,14.924765,1.687687688,74833.333,4.874095088685183
1622,1623,43.046912,13.48221,1.672818366,55755.878,4.746290659135405
1624,1625,34.047923,12.527158,1.894811321,56194.602,4.749694599657916
1626,1627,53.893952,14.319141,1.316569428,63899.917,4.80550029405096
1628,1629,25.653046,13.280992,1.651982379,43640.159,4.639886324242079
1630,1631,39.393556,14.210003,1.969717731,74051.097,4.8695314965846785
1632,1633,47.981659,14.361796,1.515641114,73381.684,4.865587673943719
1634,1635,42.966896,12.815145,1.633850303,44835.294,4.651620021918293
1636,1637,41.470171,14.068385,1.729355717,65262.308,4.814662428537666
1638,1639,42.287549,12.977799,1.648242424,51843.288,4.714692537518663
1640,1641,46.844784,15.411003,1.997014925,82124.365,4.914472024539683
1642,1643,44.902011,12.69108,1.623370684,41536.144,4.618426176425074
1644,1645,47.958145,14.186703,1.546612558,58813.451,4.769476663270173
1646,1647,51.78513,14.382887,1.307958478,59464.829,4.77426017434245
1648,1649,46.940881,14.447388,1.526152787,66277.702,4.821367442022181
1650,1651,45.539141,13.264232,1.676534296,49066.138,4.690781875969596
1652,1653,48.856732,13.646993,1.477660064,53323.529,4.7269188836996285
1654,1655,57.0,15.1,0.7,82878.788,4.918443391426727
1656,1657,42.892614,13.870248,1.72607898,61696.551,4.79026088650431
1658,1659,53.991909,14.40073,1.179203174,58154.52,4.764583475466354
1660,1661,48.59645,14.611019,1.460985353,76833.79,4.885552256271393
1662,1663,47.163815,13.982529,1.425426136,44405.352,4.647435317051322
1664,1665,52.513636,14.381883,1.370307167,53577.128,4.7289794295562135
1668,1669,46.180362,14.421466,1.669196964,55775.334,4.746442179653727
1672,1673,49.966579,14.301124,1.212581345,52117.647,4.7169848000186025
1674,1675,49.221653,13.265387,1.525163809,45350.817,4.656585115329866
1676,1677,51.781693,14.064113,1.304688701,64500.711,4.809564501948055
1678,1679,39.287708,12.844876,1.873910535,57759.514,4.761623530337099
1680,1681,41.148148,13.421053,1.35,35706.897,4.552752110782788
1682,1683,39.70615,13.341689,2.105568445,66152.589,4.820546845748174
1684,1685,40.525868,12.864734,2.128939,66010.448,4.819612680233295
1686,1687,45.309973,12.409574,1.6693181,50392.339,4.7023645169431445
1688,1689,42.382861,10.753386,1.498926438,34928.645,4.543181738216027
1690,1691,41.730748,10.649121,1.463314481,33839.441,4.529423180235173
1692,1693,46.673203,11.776106,1.527097551,56318.785,4.750653276931511
1694,1695,42.48149,14.255292,1.706996521,71075.489,4.851719856322678
1696,1697,41.092735,12.110988,1.836719706,57155.722,4.757059715197266
1698,1699,43.937871,11.584445,1.593304309,46031.612,4.663056183897807
1700,1701,43.625503,12.719709,1.824545215,60473.398,4.78156437229683
1702,1703,36.846395,14.037827,2.034441088,72863.841,4.86251206123937
1704,1705,41.157411,13.117246,1.931038228,69599.583,4.842606637579793
1706,1707,37.830227,13.597729,1.982106339,74976.55,4.874925452750855
1708,1709,39.90134,13.05943,1.842793545,67157.712,4.82709589171406
1710,1711,42.846637,12.485978,1.820633594,58947.216,4.770463298754454
1712,1713,33.055022,13.182237,2.147093997,68416.121,4.835158447281794
1714,1715,44.089866,14.852399,1.788927336,59053.362,4.771244627715571
1716,1717,41.519914,12.197463,1.451284537,33066.194,4.519384209430718
1718,1719,35.648343,12.559441,1.86,43059.877,4.634072784932485
1720,1721,43.353211,11.518072,0.804347826,25638.889,4.4088992021407245
1722,1723,37.202614,12.006873,1.7,35663.514,4.552224132883685
1724,1725,39.237368,12.440135,1.444104135,39089.862,4.592064137233365
1726,1727,40.495034,12.44368,1.354342946,37690.392,4.576230654365275
1728,1729,42.023697,11.904844,1.31626506,31086.466,4.492571352987682
1730,1731,40.188095,12.730237,1.982937994,45085.121,4.6540332395774655
1732,1733,42.655125,12.214321,1.314133806,31219.449,4.49442523382021
1734,1735,41.605948,12.084656,1.173333333,36189.427,4.558581706824469
1736,1737,48.409713,14.485143,1.725059907,43678.524,4.640267954113211
1738,1739,39.687204,12.0,1.307692308,43280.864,4.636295921846365
1740,1741,43.84019,12.359457,1.483221477,32205.693,4.507932648712791
1742,1743,42.704994,11.617089,0.988571429,31175.272,4.493810251327284
1744,1745,44.3377,12.821705,1.65625,47968.954,4.680960248443364
1746,1747,43.741641,11.548523,1.188235294,39831.95,4.600231568109296
1748,1749,39.116438,12.321918,1.476923077,29187.075,4.465190574090106
1750,1751,41.132219,13.416327,1.672862454,45121.569,4.654384192841304
1752,1753,43.454755,13.544288,1.630872483,48746.014,4.687939108884206
1754,1755,39.49902,12.964384,1.693069307,44919.023,4.652430301678397
1758,1759,52.11191,13.637041,1.243372216,45103.575,4.6542109662956985
1760,1761,43.97054,13.047191,1.415169661,50477.137,4.703094714295455
1762,1763,47.418293,13.338028,1.39212828,53665.718,4.729696944212684
1764,1765,44.703881,14.2,1.776219105,55192.36,4.741878964695162
1766,1767,41.952112,13.620253,1.84107946,50433.135,4.702715965400518
1768,1769,43.914943,13.084337,1.909702209,49746.269,4.696760513956635
1770,1771,44.30622,14.044872,1.193939394,51946.108,4.715553014117588
1772,1773,38.85878,13.292218,1.741323461,52647.868,4.721380788919742
1774,1775,42.536195,13.371619,1.760180497,44670.713,4.650022884405897
1776,1777,42.312766,12.8429,1.599479844,41757.475,4.620734229775799
1778,1779,46.427562,13.475983,1.523206751,52119.247,4.716998132556525
1780,1781,44.90274,13.984972,1.716475096,42404.088,4.627407727117734
1782,1783,45.001147,13.98503,1.672131148,49755.376,4.69684001253895
1784,1785,43.554681,12.311015,1.145348837,29575.419,4.470930906067472
1786,1787,47.56338,13.961111,1.215517241,50094.872,4.699793271254736
1788,1789,37.632509,12.645161,1.34047619,35648.148,4.5520369722166905
1790,1791,38.865489,12.708423,1.680970149,32824.468,4.51619769602468
1792,1793,42.815107,13.037705,1.674715909,33321.274,4.522721597794551
1794,1795,43.506706,12.587142,1.724309001,39539.456,4.597030689817729
1796,1797,41.336962,13.204442,1.755942029,40485.149,4.607295741976005
1798,1799,47.811594,16.25,1.526315789,68653.846,4.836664871504185
1800,1801,44.25,12.96,1.444444444,46812.5,4.670361835043542
1802,1803,37.694643,13.056995,1.887323944,35491.416,4.550123326727663
1804,1805,48.407895,13.383721,1.701030928,46142.857,4.664104480972281
1806,1807,46.402506,12.486074,1.436144578,27562.57,4.440319709780626
1808,1809,46.282844,13.186603,1.604375,34129.342,4.533127915336248
1810,1811,49.397356,12.464078,1.227191413,27942.486,4.446265042009119
1812,1813,43.914734,14.19434,1.708333333,56762.267,4.754059732203505
1814,1815,43.150974,13.470085,1.747169811,51192.748,4.709208442877146
1816,1817,39.417559,13.308605,1.761394102,37032.609,4.568584309791516
1818,1819,44.424146,12.38324,1.432270916,31060.878,4.492213727798393
1820,1821,37.26539,12.183174,1.731593663,35081.374,4.545076594640764
1822,1823,48.071429,15.785714,1.928571429,43392.857,4.637418245162336
1824,1825,37.838912,13.341176,2.044444444,46759.067,4.669865836946729
1826,1827,40.716776,13.105426,1.643153527,41515.356,4.6182087664113265
1828,1829,39.846499,12.841584,1.554565702,29962.581,4.476579221102803
1830,1831,40.621795,13.55706,1.789103691,46630.009,4.668665499277138
1832,1833,41.30101,12.485294,1.629219144,39032.563,4.591427069349699
1834,1835,44.004483,12.365972,1.480510441,33850.994,4.529571425824026
1836,1837,40.604579,11.876404,1.542923434,38146.35,4.581452989192746
1838,1839,43.522626,12.161388,1.541235902,37615.398,4.575365661350989
1840,1841,43.832424,12.496089,1.628131021,37500.978,4.5740425939801135
1842,1843,42.110167,12.327943,1.543485618,36376.6,4.560822104561361
1844,1845,44.677298,11.450495,1.01814059,33089.404,4.519688944801367
1846,1847,38.310153,12.170665,1.387277354,37134.328,4.569775569128619
1848,1849,44.172882,11.781177,1.254468343,40695.764,4.609549206100718
1850,1851,43.968853,11.972738,1.569881382,31523.835,4.498639045683808
1852,1853,41.417488,12.06993,1.557603687,29789.231,4.474059292178882
1854,1855,46.072125,12.883544,1.55011655,36800.716,4.565856268451345
1856,1857,46.37037,12.304348,1.52,29150.0,4.464638559095033
1858,1859,39.089655,12.240803,1.529411765,32412.5,4.5107125297774076
1860,1861,49.772727,12.149351,1.391304348,36933.333,4.5674185017531235
1862,1863,44.864238,12.159292,1.313513514,36557.029,4.562970893261592
1864,1865,43.465882,11.600639,1.433908046,31042.667,4.4919590261694715
1866,1867,41.991361,12.141593,1.223097113,35905.149,4.555156733311999
1868,1869,41.255717,12.285714,1.490765172,33881.72,4.529965449106964
1870,1871,45.20059,12.442492,1.604456825,35389.986,4.548880390834069
1872,1873,42.847436,12.709436,1.717651304,55147.943,4.741529318038045
1874,1875,40.544944,13.803144,1.813312203,62176.677,4.793627507685829
1876,1877,59.511278,13.414634,1.896,55295.181,4.742687283993618
1878,1879,40.627789,12.740953,1.914923842,57541.77,4.759983216772419
1880,1881,41.951083,14.615189,1.693948244,83988.532,4.924219990477035
1882,1883,39.484891,13.375976,2.036871508,72824.548,4.862277797773237
1884,1885,46.241919,13.555151,1.69136782,65705.277,4.817600250533126
1886,1887,39.00553,13.05027,2.087110482,60809.9,4.7839742892294135
1888,1889,41.022027,12.987768,1.789373814,58476.701,4.766982863643555
1890,1891,33.630435,13.282051,2.461538462,76590.909,4.884177223869668
1892,1893,42.573664,12.315501,1.746776084,43244.743,4.635933320474678
1894,1895,42.445348,13.818998,1.731247696,54804.773,4.73881838325252
1896,1897,41.624153,13.831352,1.726998158,61910.89,4.79176704725811
1898,1899,39.885657,13.971043,1.959705418,67866.694,4.831656693857339
1900,1901,28.875158,13.5,2.505494505,61340.0,4.787743771646467
1902,1903,40.008387,11.855071,1.628026925,38541.394,4.585927418559164
1904,1905,42.353761,13.079323,1.836828334,64851.062,4.811917092478129
1906,1907,36.74506,15.078554,1.851957702,81963.795,4.913622058433438
1908,1909,43.20796,12.923794,1.776652157,57757.603,4.761609161267362
1910,1911,50.216142,14.065877,1.811000312,61919.307,4.791826087084394
1912,1913,45.020674,13.094759,1.597555012,52469.422,4.719906280062773
1914,1915,43.946294,13.213238,1.787980251,54591.526,4.737125234333742
1916,1917,36.93511,13.989425,1.993552547,71492.924,4.8542630597055965
1918,1919,33.692153,12.961424,2.079283887,51939.474,4.715497547140527
1920,1921,44.000828,12.944444,1.740310951,64947.191,4.812560372351608
1922,1923,40.200785,13.31746,2.093451067,64647.69,4.810553011224509
1924,1925,45.074163,12.242221,1.591484419,44301.096,4.646414470712104
1926,1927,48.156233,15.595929,1.72699122,70012.178,4.845173588274266
1928,1929,41.852151,12.253312,1.547948899,40412.473,4.60651542746298
1930,1931,42.763595,12.837062,1.814885607,50417.591,4.702582090836637
1932,1933,44.160194,11.494289,1.639440684,40433.108,4.606737125834562
1934,1935,44.585856,13.123208,1.703656098,60394.219,4.78099536947283
1936,1937,47.024097,12.457765,1.496188608,49752.47,4.6968146465036975
1938,1939,33.993725,13.493912,2.160787772,80534.516,4.905982052984017
1940,1941,34.810143,13.657723,2.133173571,70728.688,4.849595602099908
1942,1943,33.738912,13.797526,2.076644975,75537.307,4.878161497622992
1944,1945,34.378175,13.348138,2.07744902,61672.686,4.7900928634510445
1946,1947,37.689157,12.736394,2.132030505,55957.431,4.747857767861704
1948,1949,36.844476,12.977046,2.222307397,71853.433,4.8564475226071835
1950,1951,39.353875,12.846537,1.842822775,55057.409,4.740815769653035
1952,1953,32.696814,13.807822,2.208213395,78456.684,4.894629948568751
1954,1955,34.969936,13.689255,2.209741658,79039.668,4.897845107363088
1956,1957,39.583575,12.503856,1.731783014,49778.285,4.697039929880715
1958,1959,39.709964,13.659459,1.92735788,75117.929,4.8757436059317705
1960,1961,38.066179,13.527889,1.878547207,60928.432,4.784820001651303
1962,1963,34.081047,14.024096,2.155740548,76168.198,4.8817736811032475
1964,1965,36.520823,12.76447,2.029011412,51666.039,4.713205167441101
1966,1967,39.875391,13.17218,1.921316629,70452.284,4.8478950771120575
1968,1969,35.210251,14.417691,1.789527458,108381.443,5.034954928949536
1970,1971,45.447823,11.664062,1.084729981,30923.394,4.490287153893744
1972,1973,38.066317,12.21575,1.859508334,45308.155,4.656176377570197
1974,1975,36.99453,13.203771,2.062491042,59763.801,4.776438210976525
1976,1977,44.331967,14.395349,1.402061856,52756.303,4.722274353914593
1978,1979,38.240138,13.27686,1.94839549,44237.365,4.645789250302943
1980,1981,40.919978,13.845664,2.069376314,54942.019,4.739904614757783
1982,1983,39.852791,13.453382,2.029279279,45887.727,4.661696545909832
1984,1985,37.857188,12.997301,1.958350182,57428.148,4.759124810946855
1986,1987,44.739443,14.296743,1.534154535,52362.222,4.71901806763165
1988,1989,41.509922,14.637056,1.767148014,75861.733,4.880022759586656
1990,1991,34.988235,15.509804,2.0,90815.534,4.958160140960171
1992,1993,41.826169,12.482461,1.786520147,42398.804,4.627353606037869
1994,1995,39.625747,13.068901,1.866101695,59369.718,4.773564986077234
1996,1997,48.559748,13.180301,1.830132939,55393.632,4.743459841511474
1998,1999,38.341889,12.806061,1.968586387,55305.195,4.742765927938801
2000,2001,42.735686,12.683706,1.829131653,39319.913,4.59461254823279
2002,2003,43.734678,13.513012,1.82560368,59142.323,4.7718983788013265
2004,2005,42.311321,14.278248,1.956859972,67466.48,4.8290880518411505
2006,2007,53.144167,14.838054,1.370876532,80852.269,4.90769221224925
2008,2009,49.178571,14.197183,1.961538462,56931.034,4.755349071681146
2010,2011,36.911605,13.626645,1.998932764,58071.531,4.763963275940108
2012,2013,37.283841,12.573313,1.972158533,48347.264,4.684371902135191
2014,2015,38.407464,13.366221,2.039800995,59863.399,4.777161372127216
2016,2017,41.758772,14.4,2.31122449,59014.368,4.770957760514126
2018,2019,37.544094,12.6675,2.066036699,52291.524,4.7184312992239095
2020,2021,41.498865,12.517018,1.743262411,43180.723,4.635289909704597
2022,2023,31.590157,13.589482,2.143644379,65127.43,4.813763940774417
2024,2025,38.485249,14.556522,1.844850065,61677.015,4.7901233468782065
2026,2027,46.806452,12.615385,1.846153846,54047.619,4.732776566412584
2028,2029,43.297256,13.796748,1.204545455,52215.827,4.7178021607981195
2030,2031,38.513158,13.428571,2.823529412,35826.087,4.554199376206579
2032,2033,46.488409,13.166667,1.654735272,51897.564,4.715146973143512
2034,2035,42.826865,14.202089,1.86039567,60563.745,4.782212722214406
2036,2037,41.87706,13.132394,1.739748954,51007.719,4.707635902871265
2038,2039,50.02994,13.880218,1.360815603,49534.0,4.694903399813365
2040,2041,38.978476,13.217585,1.838288615,42801.641,4.63146042003146
2042,2043,44.788223,12.768315,1.619933848,40763.179,4.610268045999778
2044,2045,40.548592,12.182325,1.514685315,33023.842,4.518827597767945
2046,2047,43.927344,13.142126,1.711893033,41590.233,4.618991353409676
2048,2049,37.929479,13.29746,1.862211221,48466.188,4.685438862601461
2050,2051,39.021739,12.649057,1.896290051,37559.091,4.574715072985417
2052,2053,37.167883,11.867725,1.506976744,32927.536,4.517559233243314
2054,2055,42.052632,12.534884,1.9375,47260.87,4.6745017120640515
2056,2057,40.435119,12.353675,1.636218588,40038.986,4.602483070301264
2058,2059,38.326597,12.071146,1.786310518,36278.302,4.559646951781451
2060,2061,40.847409,12.57257,1.834493426,42220.807,4.625526530068213
2062,2063,37.55726,12.554502,1.655957162,33920.424,4.530461272231771
2064,2065,39.449931,13.293626,1.860938884,37737.062,4.576768085366378
2066,2067,40.322089,11.720743,1.63036079,35724.038,4.552960542657779
2068,2069,40.329026,12.207386,1.829516539,36694.631,4.564602524806609
2070,2071,39.773077,13.487043,1.908288043,44441.061,4.647784418876948
2072,2073,38.668819,13.267806,1.71942446,40857.143,4.611267994633298
2074,2075,39.465859,13.390164,1.75433526,39725.948,4.599074269787696
2076,2077,40.538738,12.274291,1.458518818,36598.016,4.563457542672917
2078,2079,43.843063,13.458664,1.861189802,40101.703,4.6031628162061695
2080,2081,38.683183,12.755767,1.828708134,44630.163,4.649628472990457
2082,2083,41.87156,12.707237,1.529069767,32579.529,4.512944801452552
2084,2085,40.409878,12.979873,1.686798011,46406.691,4.666580602427337
2086,2087,39.879032,12.228592,1.675606641,35127.19,4.545643409789051
2088,2089,40.153404,12.650788,1.771623223,41127.402,4.614131276183129
2090,2091,37.092834,12.481108,1.866167024,41507.97,4.618131494174563
2092,2093,38.798995,12.338247,1.582332155,33551.318,4.5257095852765215
2094,2095,38.224399,13.166452,1.844290657,43326.087,4.636749467454734
2096,2097,42.768132,12.738462,1.753020134,33443.467,4.524311293316023
2098,2099,41.556846,13.323118,1.739440809,45203.356,4.655170679018819
2100,2101,42.034282,12.82254,1.573794096,36368.858,4.560729664208822
2102,2103,51.901961,13.244444,2.145833333,51205.882,4.709319851081662
2104,2105,36.069189,13.095745,1.767955801,36165.73,4.55829723569256
2106,2107,41.213562,12.881991,1.828,46932.512,4.6714737998664955
2108,2109,40.719028,13.614588,1.862269266,52115.498,4.716966892109525
2110,2111,44.066667,14.378378,1.384615385,54706.522,4.738039105122529
2112,2113,42.253434,12.927189,1.774889868,46201.632,4.664657316596737
2114,2115,41.875184,13.116279,1.849462366,50491.259,4.703216199967336
2116,2117,38.42973,14.134328,2.288590604,64157.738,4.807249043688894
2118,2119,38.851485,12.654545,1.642857143,39906.404,4.601042594902066
2120,2121,28.684211,13.333333,1.936507937,57987.013,4.7633307381493495
2122,2123,40.271605,14.219858,2.503267974,57436.864,4.759190719801878
2124,2125,37.768396,13.455652,2.166412214,47185.626,4.673809721099983
2126,2127,46.404669,13.703518,1.532110092,34779.592,4.541324482980439
2128,2129,41.509709,14.626667,2.035714286,81467.033,4.910981899750046
2130,2131,42.019897,16.114024,1.890130354,81899.474,4.913281112509734
2132,2133,46.87344,14.309917,1.82,71309.707,4.853148652006045
2134,2135,39.500377,14.070151,2.088995215,54266.332,4.734530467498113
2136,2137,36.244505,13.492773,2.146163216,51660.48,4.713158437075061
2138,2139,40.857143,14.802632,2.56097561,63142.857,4.8003242283522685
2140,2141,41.533333,12.955603,1.946524064,48562.857,4.68630422878458
2142,2143,46.258772,14.740541,1.765306122,74242.424,4.870652143068541
2144,2145,46.101266,14.245902,1.99270073,51373.95,4.710742958701819
2146,2147,39.271941,14.877413,2.122673435,59029.838,4.771071591355997
2148,2149,39.333591,13.330425,1.930029155,46680.597,4.669136401618143
2150,2151,34.862442,13.52093,1.944680851,42046.72,4.623732122810265
2152,2153,41.702067,13.021703,1.829341317,42520.319,4.62859651406904
2154,2155,42.924528,12.228571,1.738636364,37178.161,4.570287903797775
2156,2157,40.265,13.541667,1.129411765,51387.5,4.710857489788406
2158,2159,46.83982,13.23269,1.713686858,47634.983,4.677926014562375
2160,2161,44.690904,14.358674,1.852650823,64450.768,4.809228096804625
2162,2163,42.298788,12.449885,1.709290709,41102.284,4.613865955721229
2164,2165,43.821745,13.059603,1.778443114,50130.435,4.70010147316043
2166,2167,43.057895,13.109589,1.650862069,50701.275,4.705018880802804
2168,2169,40.875,13.544776,1.83171521,56589.506,4.752735902763558
2170,2171,45.085079,13.142857,1.664688427,44782.178,4.651105211850855
2172,2173,46.853748,13.954436,1.879120879,64183.696,4.80742472220461
2174,2175,39.514905,14.014981,1.865979381,50069.892,4.699576654633288
2176,2177,42.989266,12.66642,1.737178633,43409.103,4.637580811727316
2178,2179,41.823711,12.954407,2.015625,46802.899,4.6702727543713465
2180,2181,43.597989,13.516881,1.742574257,53107.729,4.725157730455931
2182,2183,37.975177,12.712766,1.981308411,46312.5,4.665698225323403
2184,2185,42.378425,13.842322,1.802171102,52899.724,4.723453406145022
2186,2187,40.512459,13.060381,2.00893331,50601.382,4.7041623782385695
2188,2189,35.602311,13.455276,2.105216622,63125.39,4.800204074284337
2190,2191,37.608048,13.395716,1.997502498,51195.414,4.7092310593411275
2192,2193,35.178267,13.459459,2.15860735,50073.272,4.699605970969836
2194,2195,40.6875,14.350835,1.634594595,66402.299,4.8221831159000885
2196,2197,40.754374,13.060421,1.930140598,54614.436,4.737307453079755
