,age,education,employment,meanhouseholdincome,log_income
17214,39.410098,12.206787,1.697376922,47339.213,4.675221033639572
17216,49.819149,11.306667,1.428571429,33380.952,4.523498718276454
17218,35.922022,13.850992,1.858207565,76270.363,4.882355813368153
17220,31.239544,11.594937,1.909090909,31537.383,4.498825652346919
17222,46.017312,12.67483,1.453125,43234.763,4.6358330826461085
17224,38.76109,13.112782,1.853454238,53408.72,4.727612169738504
17226,40.915431,12.394819,1.723838181,50337.579,4.701892324199538
17228,41.547062,11.859497,1.502608893,39539.631,4.597032611982924
17230,39.81134,11.939654,1.584625323,41416.613,4.617174579937563
17232,40.685919,12.142857,1.774291115,44106.974,4.644507263623311
17234,38.763172,11.533644,1.545353212,39675.614,4.598523656403535
17236,34.915813,12.271139,1.665482234,52606.317,4.721037897642687
17238,40.930125,11.951205,1.613168724,40330.696,4.6056357168340805
17240,35.318013,14.043025,1.981353768,79742.878,4.901691905730233
17242,39.475257,12.438318,1.742072271,57399.895,4.758911097956122
17244,38.147345,12.51889,1.812176166,52850.785,4.7230514423272
17246,37.277997,11.902174,1.567692308,40984.145,4.612615879384693
17248,39.493322,11.611607,1.538495381,34126.417,4.5330906932357555
17250,40.09122,12.085376,1.712581132,43293.576,4.636423459523621
17252,31.590909,10.434783,2.25,45027.027,4.653473272743093
17254,41.878348,12.05625,1.588395286,50205.312,4.700749670337018
17256,39.787005,11.668551,1.51080716,38567.036,4.586216263229337
17258,39.829133,12.421451,1.729834917,46573.166,4.668135761866462
17260,39.832104,13.356301,1.797592998,63135.899,4.800276368821436
17262,39.119744,11.649436,1.427667984,41198.864,4.614885241146406
17264,40.788597,11.563629,1.396219422,32556.682,4.512640137540341
17266,39.285707,12.277778,1.614666667,44471.693,4.648083662989801
17268,42.989384,10.974359,1.385403329,31436.747,4.497437599929659
17270,39.248899,11.249123,1.381924198,25624.615,4.408657349005016
17272,41.172316,12.658132,1.600262697,44407.92,4.647460431951488
17274,44.24,11.809524,1.92,46770.833,4.66997510486856
17276,38.712,10.212864,1.18956743,28318.695,4.45207323604607
17278,39.934282,11.996056,1.354690374,40019.922,4.602276237848353
17280,44.567223,10.412639,1.076923077,29808.305,4.474337281296776
17282,42.109244,11.051163,1.385964912,36643.564,4.563997707088043
17284,55.736181,11.586592,1.048387097,49027.027,4.6904355584176685
17286,31.736527,11.563636,1.322834646,33120.482,4.520096648415291
17288,36.405085,11.868166,1.530324737,46521.26,4.6676514688173025
17290,42.966019,12.582857,1.706806283,41251.351,4.615438176455328
17294,44.761593,12.79066,1.374810319,49648.918,4.695909788345
17296,45.815789,11.636364,1.736842105,64134.615,4.807092492013304
17298,30.874394,11.773296,1.52039058,39075.61,4.591905766411408
17300,36.014543,12.894569,1.702186479,61104.937,4.786076300671975
17302,39.529949,13.723219,1.649934995,57200.473,4.757399620059468
17304,32.261908,12.718176,1.780934289,44314.136,4.6465422862119246
17306,42.709918,13.686231,1.514179756,67517.36,4.829415452577206
17308,44.817548,11.442907,1.571428571,37262.876,4.571276371299025
17310,39.623932,11.622116,1.417910448,37120.208,4.569610401086672
17312,45.746387,13.272459,1.264160748,61089.054,4.785963399878106
17314,45.339744,11.978193,1.118604651,42788.301,4.631325042245236
17316,41.241365,12.53828,1.645514223,51947.335,4.715563272307401
17318,40.526256,11.67863,1.115220484,36388.793,4.560967650471281
17320,44.523016,12.366392,1.324082848,38841.428,4.589295188309081
17322,42.803419,12.136804,1.780963303,43649.412,4.639978397712256
17324,38.657263,13.67468,1.884299859,50722.479,4.705200471011512
17326,35.472345,12.212871,1.820457797,49790.49,4.697146400291306
17328,41.535914,13.228146,1.827685089,50856.156,4.70634353061202
17330,40.087558,11.887417,1.819875776,38909.091,4.590051084869653
17332,36.031829,12.424936,1.71072523,51611.24,4.712744293456471
17334,51.783333,13.474026,1.520958084,40049.55,4.602597640679562
17336,43.192037,12.014409,1.335185185,39228.272,4.5935991779385255
17338,47.502825,12.80292,1.565488565,54704.0,4.738019083452519
17340,38.731675,12.569733,1.987138264,45265.306,4.655765460609801
17342,41.157895,14.182927,1.914285714,39035.581,4.5914606477257145
17344,43.539576,12.186092,1.499782703,44331.782,4.646715188940031
17346,40.358333,12.270492,1.008196721,54282.258,4.734657904878339
17348,37.264435,12.159402,1.428407789,47206.15,4.673998582046662
17350,37.702565,12.481902,1.620298507,49148.219,4.691507784782875
17352,42.867689,11.986459,1.291196388,41648.389,4.619598207136763
17354,55.296296,14.074074,2.222222222,55500.0,4.744292983122676
17356,41.405706,12.085754,1.271752086,30332.761,4.48191194319857
17358,43.160714,12.127854,1.620689655,45941.406,4.662204282297791
17360,40.935861,12.466488,1.744292837,51669.812,4.7132368813731995
17362,38.087437,11.833718,1.675193726,43265.335,4.636140070771222
17364,40.297097,12.40277,1.626368396,36995.808,4.568152516888391
17366,40.972525,12.085253,1.659067882,43111.055,4.634588650900098
17368,40.099747,12.125227,1.703485255,60170.168,4.779381224078843
17370,39.906551,11.875652,1.703641141,46456.054,4.667042317844632
17372,43.493165,14.455185,1.54531741,87674.655,4.942874065606964
17374,38.957447,12.157895,2.089552239,45058.442,4.653776170909767
17376,39.733729,11.97556,1.599188719,38836.62,4.5892414256843646
17378,40.159447,11.611469,1.53565876,40475.555,4.607192812503483
17380,43.976067,12.455426,1.614587362,48943.316,4.689693390265371
17382,37.758057,12.667695,1.850655611,62245.38,4.79410712259563
17384,38.878543,13.083871,1.581005587,38600.543,4.586593414004526
17386,41.821875,10.184874,1.1640625,25833.333,4.412180442182848
17388,34.220388,14.123678,1.953994794,78974.143,4.897484921789717
17390,35.748561,12.043581,1.927654609,47912.624,4.680449956237281
17392,39.854389,11.934572,1.673534517,46050.586,4.663235161024662
17394,46.654892,11.607617,1.619992512,41017.9,4.612973421957312
17396,39.906092,12.062334,1.557752513,41352.637,4.616503209125155
17398,41.272751,11.931655,1.737923193,45517.464,4.658178057396529
17400,40.263771,11.256566,1.713442325,38493.51,4.585387513696045
17402,58.979167,12.666667,2.318181818,33402.439,4.523778179553125
17404,35.16874,13.661791,2.008029514,78531.037,4.89504133233586
17406,36.419644,12.416504,1.90802809,55244.713,4.742290721727409
17408,39.344336,12.446914,1.672698079,54976.641,4.74017820150001
17410,42.347762,11.872105,1.597844267,40845.724,4.6111465984350195
17412,40.850274,12.232981,1.670554881,50367.963,4.702154387312977
17414,38.136433,12.696323,1.879409557,57984.677,4.763313242294804
17416,41.360341,12.073482,1.774339486,45016.082,4.653367693244991
17418,37.608362,13.272485,2.037084871,55396.885,4.743485344776344
17420,38.776017,11.982788,1.72466463,46114.194,4.663834622289386
17422,46.763797,12.890531,1.458086178,46444.117,4.666930710444921
17424,41.176775,12.476929,1.812422617,48839.58,4.688771920537654
17426,43.779334,12.287443,1.550815191,46623.822,4.668607872047572
17428,39.648397,12.378998,1.740887132,44302.822,4.6464313907827455
17430,39.626572,12.192452,1.764262429,47911.241,4.6804374201270225
17432,37.650685,12.33121,1.611967921,37933.21,4.579019595307583
17434,41.290323,10.9,1.364864865,36868.421,4.5666545380489865
17436,35.693453,13.674517,1.77534951,72589.704,4.860875025478532
17438,38.532409,14.008221,1.965762368,70220.836,4.84646599556547
17440,39.074029,12.749773,1.838536516,44447.816,4.647850426218472
17442,42.234562,15.514724,1.533992253,113907.935,5.056553978747054
17444,43.004251,14.282468,1.953181273,62127.205,4.79328181586354
17446,42.679607,14.747705,1.625533848,87363.736,4.94133119781363
17448,34.636454,13.046528,1.969405594,50345.312,4.7019590366111865
17450,37.450722,13.03972,1.861353346,55315.226,4.742844691116893
17452,36.577194,12.314949,1.844358766,47732.687,4.678815882646716
17456,36.674498,13.434933,1.963128532,60301.232,4.780326185197132
17458,32.082201,14.255104,2.069126127,72562.984,4.860715133865812
17460,34.656224,13.876541,2.246034425,64692.38,4.810853128909131
17462,34.584842,14.811391,1.908959072,102746.213,5.011765823701274
17464,42.686577,12.209025,1.390537328,41228.798,4.61520067340003
17466,38.595322,13.419927,1.686256018,52594.958,4.720944112637913
17468,45.825402,13.799862,1.521498771,60199.615,4.779593713784233
17470,27.836464,13.386267,1.346548056,35969.336,4.555932420743235
17472,42.036794,12.469219,1.534738229,43613.458,4.639620522141904
17474,46.937305,14.106441,1.324751396,78921.291,4.897194180857781
17476,50.303041,14.440824,1.324220624,83723.052,4.922845051518053
17478,45.439516,12.340426,0.829787234,28117.021,4.448969305259724
17480,33.961905,12.022831,1.552986513,34994.357,4.543998018026105
17482,39.705637,11.96668,1.663288889,43788.959,4.6413646207817685
17484,35.966419,12.204941,1.448308271,46995.334,4.672054740517693
17486,38.510464,12.117117,1.586692015,41165.026,4.61452839404981
17488,31.095106,15.096474,1.791562429,112135.897,5.049744661421308
17490,31.58568,12.334255,2.001706485,56981.302,4.755732368472346
17492,39.597885,13.476121,1.749546136,70050.557,4.845411592884672
17494,32.776957,13.427894,1.954903779,86248.0,4.935749033031867
17496,34.39496,13.399187,1.8505915,79127.801,4.898329096640744
17498,33.11819,12.969824,1.980803732,43813.453,4.641607481887395
17500,40.854215,12.482727,1.619517977,62054.545,4.792773595603217
17502,46.935222,14.960238,1.781234064,66359.416,4.82190255533464
17504,36.624542,12.977856,1.882534599,51343.543,4.710485834188529
17506,37.330916,13.545419,1.842365085,69661.898,4.842995303020542
17508,35.274702,13.700915,1.860700487,84470.232,4.926703686986971
17510,32.695602,13.909007,1.958234493,80042.806,4.90332230496362
17512,35.649818,12.814848,1.829360738,60053.115,4.778535539502863
17514,38.561793,13.841541,1.924582993,79879.999,4.902438050761829
17516,43.179622,12.23617,1.613753213,53873.461,4.731374876881005
17518,36.025135,14.278448,1.979962547,69252.301,4.840434207989207
17520,34.902686,12.47546,1.773779547,56310.368,4.7505883655553065
17522,37.301336,14.678273,1.737239802,101907.172,5.008204749761251
17524,35.652711,12.245942,1.412744388,37306.697,4.571786799880458
17526,38.067789,13.36,1.949468561,53674.493,4.729767950856917
17528,38.58678,14.156358,1.874342551,80686.301,4.90679980603401
17530,33.772112,12.620872,1.857163319,52383.378,4.719193500951695
17532,32.28746,14.928623,1.777869687,115488.529,5.062538849687868
17534,33.540529,13.515674,1.907674427,75988.049,4.880745294103427
17536,36.759133,11.617981,1.692908654,44340.069,4.646796364608328
17538,44.677433,12.715987,1.412114657,48187.855,4.682937594854916
17540,35.209103,12.273872,1.664762894,55153.107,4.741569983049052
17542,40.775031,11.379737,1.433778583,39407.135,4.595574861688243
17544,36.182875,12.744577,1.793817222,67658.613,4.8303230905163925
17546,42.050201,12.565817,1.602051367,46299.845,4.665579537113906
17548,38.227273,12.233884,1.720926043,52022.45,4.7161908014627985
17550,40.728606,11.574378,1.425742574,42513.678,4.628528678855786
17552,34.775163,13.264464,1.916830281,72166.128,4.858333404295347
17554,35.674593,12.993519,1.90411853,67314.297,4.828107314577312
17556,40.259191,11.234417,1.368176539,47396.104,4.675742643766027
17558,37.484441,11.43393,1.798133022,42318.236,4.626527556204992
17560,33.685852,12.464546,1.861327482,57505.177,4.75970694453875
17562,42.738055,12.362428,1.540378528,54928.017,4.739793920494089
17564,35.653132,11.956752,1.770968517,50850.658,4.70629657700154
17566,40.848388,11.753666,1.580243498,42903.091,4.632488582531692
17568,40.330447,11.656848,1.535257335,41847.681,4.621671396455726
17570,32.88136,12.503385,1.938211215,57942.644,4.762998308755405
17572,43.031561,12.210342,1.525667101,45803.11,4.660894967304817
17574,42.799692,12.245188,1.545818354,47289.434,4.674764116042328
17576,35.810375,11.950212,1.814986124,50788.396,4.7057644971493495
17578,37.089464,12.019526,1.640823478,44483.51,4.6481990482117945
17580,38.072654,12.034158,1.773933791,45038.75,4.653586328654221
17582,47.33557,11.914729,1.209302326,28377.551,4.452974912859335
17584,37.043819,11.545225,1.633684819,44505.044,4.648409234738836
17586,41.772654,12.687139,1.696650124,61427.952,4.788366036238893
17588,36.385262,11.941735,1.741245853,53577.401,4.728981642479824
17590,38.043183,12.533469,1.827454314,65656.813,4.817279798129759
17592,32.475197,13.959075,1.957351434,85442.865,4.9316758023346425
17594,42.320799,12.88882,1.734795613,70121.338,4.84585019436518
17596,41.39664,13.493309,1.765452239,77918.952,4.891643102704263
17598,38.660227,11.469604,1.601351351,45026.56,4.653468768413397
17600,38.699563,11.868644,1.895910781,54674.658,4.737786075126642
17602,37.788695,11.756678,1.446644133,45052.055,4.653714605632626
17604,45.398338,11.555911,1.375688434,42915.813,4.632617344242265
17606,41.934995,12.749466,1.613512071,54896.484,4.73954452972701
17608,35.754488,12.542611,1.838869464,60615.144,4.782581141228612
17610,41.800684,11.703597,1.5818468,40140.163,4.603579131725379
17612,33.11531,11.722045,1.511173184,47962.838,4.680904872743619
17614,37.918759,12.79592,1.820681861,61759.117,4.790701078053572
17616,35.075278,12.636603,1.947172926,52155.914,4.717303560546692
17618,40.981166,12.875294,1.706673017,56150.384,4.749352730651097
17620,33.059231,12.401675,1.826284971,61686.179,4.790187869764011
17622,32.361702,11.269231,1.315789474,62500.0,4.795880017344075
17624,35.606855,12.999748,1.896028827,73634.195,4.8670795432915055
17626,46.703732,12.232558,1.600515464,46017.686,4.662924776377435
17628,36.864589,13.518764,1.73908885,52052.638,4.71644274421758
17630,42.595275,12.697838,1.728021978,43999.848,4.643451176193568
17632,35.43144,12.083265,1.754350736,41380.244,4.6167930471692795
17634,42.85,12.568,1.567049808,32598.456,4.513197030541563
17636,40.654791,12.920467,1.585375573,49306.607,4.692905117885489
17638,35.695717,12.132155,1.624683261,40130.414,4.603473640097359
17640,42.609881,12.478691,1.510044828,43456.413,4.638053875721327
17642,42.213271,11.849193,1.718047397,42454.545,4.627924190758053
17644,38.002704,11.827541,1.424036281,40781.725,4.610465591774073
17646,36.672466,11.515695,1.417794971,35413.724,4.5491715982523715
17648,41.342275,11.971869,1.511280039,38178.148,4.581814857193097
17650,39.859986,12.231707,1.798989899,41169.556,4.614576183300868
17652,44.467772,12.098995,1.461814915,46169.397,4.6643542024419204
17654,36.930845,11.575263,1.355238095,37662.062,4.575904093978747
17656,35.542911,12.378878,1.809411765,40114.029,4.60329628413553
17658,39.404575,12.430127,1.649006623,49438.625,4.694066383536733
17660,41.859714,12.099439,1.565936178,40921.345,4.611949899636373
17662,40.348214,11.515152,1.152173913,20500.0,4.311753861055754
17664,41.097779,12.15608,1.635373444,42656.445,4.629984658398534
17666,35.611599,12.506068,1.713369345,45535.662,4.658351654755216
17668,37.930712,13.03103,1.822560203,42182.635,4.625133705090922
17670,36.340182,11.992204,1.424054983,38763.461,4.588422546141833
17672,41.061398,12.01696,1.539086793,40092.925,4.603067741584029
17674,38.814839,11.973143,1.362538613,37331.156,4.572071438537283
17676,41.588348,12.299739,1.64404079,45627.16,4.659223437549489
17678,48.545617,13.775851,1.287694325,60351.275,4.780686449571981
17680,40.47855,12.164839,1.75088968,48303.881,4.683982025765412
17682,39.753802,11.579492,1.437394247,34960.931,4.5435829892592485
17684,36.965295,12.135988,1.611538462,42959.415,4.633058358724978
17686,38.19989,12.229933,1.515714286,36243.263,4.5592272905252305
17688,44.167133,12.378193,1.530283412,32553.53,4.5125980889533075
17690,45.250268,13.739704,1.725358739,46652.229,4.668872398763627
17692,41.812481,13.533435,1.758902388,57157.215,4.7570710595241374
17694,39.440016,13.924874,1.771376741,71154.932,4.8522050079501735
17696,40.868861,13.779433,1.899006748,61766.599,4.790753688820346
17698,34.330971,11.772598,1.546225273,38357.114,4.583845923289406
17700,41.037046,12.21237,1.511187073,40309.256,4.605404782323817
17702,43.893349,13.047318,1.740298507,50046.903,4.699377207656985
17704,41.8619,12.104211,1.46281975,37439.374,4.573328578564505
17706,38.489964,12.136744,1.578866769,36295.513,4.559852939091561
17708,36.994648,11.758045,1.422379032,36929.94,4.567378602054172
17710,36.297351,11.608216,0.847769029,35648.396,4.5520399935421425
17712,40.435407,11.683077,1.437810945,39763.131,4.59948057397694
17714,42.556548,12.377184,1.153184165,35992.544,4.556212544238771
17716,42.687459,11.992366,1.227344992,35200.328,4.546546710294222
17718,33.709696,12.509025,1.610447761,36923.417,4.567301885083464
17720,45.853356,12.896277,1.415303738,51763.314,4.714022073028496
17722,38.506369,10.960396,1.218487395,26872.093,4.4293014938596915
17724,42.072656,11.943314,1.600255428,38242.23,4.582543209139025
17726,39.420105,12.055952,1.339375629,42119.035,4.624478412395311
17728,36.75569,11.829965,1.680521597,40068.602,4.602804190092364
17730,41.068371,12.888859,1.36992665,45758.755,4.660474199701368
17732,45.264333,12.359525,1.505531808,42723.116,4.630662920337319
17734,39.260179,11.968976,1.745556595,45692.423,4.659844188645075
17736,43.283046,11.776369,1.517073171,39413.812,4.595648440714452
17738,53.401999,13.240348,1.0675,64347.529,4.808531874282064
17740,41.722371,12.203547,1.377715356,41987.127,4.623116158735727
17742,40.912101,12.463596,1.394103774,39511.194,4.5967201539481195
17744,40.906767,11.260099,1.392293114,34008.963,4.531593389643869
17746,47.626156,15.033659,1.472122302,68150.489,4.83346897637377
17748,41.813245,12.622278,1.644501112,50775.853,4.70565722799179
17750,34.179087,11.377101,1.265,31453.879,4.497674211765833
17752,45.5233,13.201754,1.32437276,52635.369,4.7212776719011265
17754,52.896571,13.950392,1.318167845,58091.277,4.764110923523184
17756,44.171777,12.82977,1.582679068,45463.702,4.657664796384823
17758,41.418547,12.092272,1.662739965,39825.122,4.600157114889883
17760,27.711409,12.102273,0.893617021,54273.109,4.734584700571004
17762,46.419421,12.463855,1.541062802,44774.457,4.6510303276682805
17764,43.744748,12.231979,1.423323615,36262.874,4.559462220964078
17766,37.136364,12.824468,1.920560748,46830.986,4.670533301703737
17768,41.506302,12.135292,1.531377735,41602.637,4.619120859430888
17770,34.027472,12.787222,1.638722555,42507.934,4.628469997599358
17772,37.23243,12.130296,1.624582498,41505.907,4.618109908638536
17774,36.91717,12.707563,1.695897197,41935.919,4.622586164755544
17776,33.480557,12.96052,1.807017544,32924.417,4.517518093552588
17778,36.264755,12.809918,1.691790106,45713.786,4.660047190898146
17780,43.090361,11.776786,0.738095238,30864.964,4.48946577475492
17782,34.75,12.296578,1.698170732,33571.651,4.5259726996798975
17784,39.961718,12.199105,1.571889104,44277.283,4.6461809632836895
17786,40.25315,12.405253,1.752217953,46845.123,4.670664383602907
17788,37.886159,12.188693,1.513542333,51056.038,4.708047110086355
17790,34.70072,12.468351,1.876844054,47149.924,4.673480997043502
17792,34.656029,12.615415,1.846730245,57140.171,4.756941535736001
17794,42.738266,11.772852,1.452813702,42529.467,4.628689939958101
17796,36.736021,12.079971,1.682363804,50248.368,4.701121961015825
17798,36.930073,13.440428,1.737675143,81163.97,4.909363281669903
17800,35.169342,12.64177,1.902975821,62647.876,4.796906351353848
17802,35.854305,12.934622,1.90734064,59416.98,4.773910574046802
17804,36.890541,12.88543,1.835171966,60412.915,4.78112979149626
17806,38.161768,16.012232,2.263624331,83512.616,4.921752088002289
17808,41.364516,14.165721,2.082979369,50631.912,4.704424327848438
17810,38.576588,11.852351,1.45533906,35212.099,4.546691914219492
17812,38.351157,12.799641,1.561390036,41601.623,4.619110274044883
17814,42.630022,11.729164,1.182080679,27735.125,4.443030127549915
17816,37.170434,12.597959,1.659216148,43401.421,4.637503948921634
17818,38.871657,13.076568,1.51555623,50227.311,4.700939928127262
17822,39.537248,14.949841,2.116341627,73559.424,4.866638319878152
17824,39.477723,15.528889,2.253947368,101564.22,5.006740737540777
17826,43.040181,14.960505,1.760669975,91247.78,4.96022230715067
17828,38.22093,9.937931,0.174193548,33862.745,4.529722160212156
17830,41.235035,15.093981,1.703064399,101628.838,5.0070169599870935
17832,36.554496,13.201601,1.876953487,55559.939,4.74476176024812
17834,38.257885,14.876744,1.987118849,88629.11,4.9475763882072945
17836,38.042296,12.472324,1.652570242,41361.382,4.616595041327346
17838,32.42955,15.254438,2.49408284,66629.528,4.823666736760234
17840,37.702143,14.914129,2.075726055,77322.082,4.888303539471075
17842,37.017161,11.773966,1.47082198,36924.212,4.567311235799737
17844,38.275084,13.453163,1.891427958,66959.62,4.825812980344054
17846,39.020572,12.443841,1.437990581,38268.456,4.5828409402959105
17848,44.486607,12.831325,1.329545455,38947.917,4.590484235831534
17850,41.059322,12.4,1.729927007,51751.701,4.713924628965149
17852,39.286927,11.092635,1.483691881,32982.222,4.518279910551439
17854,36.71407,11.992775,1.830357143,35849.501,4.554483114970215
17856,44.181488,11.674587,1.217171717,35175.926,4.5462455389823155
17858,41.106493,11.686411,1.425036819,40724.296,4.6098535854063805
17860,38.166325,11.637246,1.383186827,36045.152,4.556846861254284
17862,43.838323,11.53719,1.481481481,34156.25,4.533470183629797
17864,42.845549,11.899809,1.540529448,39242.931,4.5937614367708335
17866,45.198864,11.691238,1.218160377,33800.568,4.528923998419461
17870,39.583778,12.137589,1.530821918,39842.404,4.600345534883093
17872,36.05443,12.139344,1.577331759,37941.889,4.5791189491634485
17874,34.437601,11.09434,0.937799043,31413.349,4.497114239317544
17876,38.505239,11.936559,1.296200345,36365.581,4.560690530531908
17878,45.383279,13.551116,1.478341212,39983.021,4.601875605041303
17880,41.798904,11.993073,1.520028527,39061.884,4.591753185983888
17882,39.307098,11.801891,1.446116165,35177.044,4.546259341988239
17884,39.097306,11.467585,1.35037594,35485.751,4.550054000820495
17886,40.886645,11.630984,1.250688705,34190.119,4.533900612377566
17888,39.321227,11.917041,1.389754344,47475.434,4.67646894356058
17890,36.862438,11.687018,1.715615993,51273.583,4.709893667016331
17892,40.616641,11.950395,1.657572907,43504.397,4.638533153422044
17894,45.092887,12.017424,1.346627277,40142.58,4.603605281548463
17896,37.274112,12.287846,1.821027915,60166.713,4.779356285964727
17898,35.054136,13.263561,1.790613989,78096.322,4.8926305809615815
17900,40.25513,11.771201,1.456496179,40332.004,4.605649801589051
17902,42.55404,12.60569,1.495265492,48281.563,4.68378132089689
17904,44.673615,12.287544,1.323447313,44209.645,4.6455170275690705
17906,36.528268,12.548942,1.62667719,53072.234,4.7248673690209895
17908,42.467658,11.664483,1.566429667,47746.457,4.678941150528407
17910,43.755813,11.86603,1.608093857,46166.145,4.664323611282218
17912,40.296428,12.435965,1.692782399,46854.306,4.67074950954834
17914,42.767483,12.078255,1.573515093,42747.733,4.63091308814732
17916,48.139655,13.046729,1.136138614,47455.167,4.67628350606612
17918,40.302059,11.826415,1.663608563,38216.138,4.582246796532841
17920,44.61462,12.137665,1.366104869,37421.83,4.573125021525
17922,36.109882,11.582487,1.737119675,48069.545,4.681870011354267
17924,46.992866,12.678514,1.652238806,40333.801,4.605669151230058
17926,38.649739,11.813333,1.745234775,48143.766,4.6825400595378355
17928,36.386846,12.105484,1.666376022,50177.726,4.700510975670706
17930,43.10938,11.987777,1.411625616,41654.856,4.619665637461239
17932,43.285841,11.558896,1.389821029,30027.056,4.477512753922891
17934,40.109292,12.306818,1.699144777,44652.537,4.649846139009552
17936,43.021746,11.45363,1.169804618,35274.901,4.547465803568439
17938,37.684262,12.546392,1.968663594,47528.012,4.6769496490204805
17940,42.091915,12.671683,1.570552147,44283.701,4.64624390978369
17942,42.733422,12.697502,1.479382545,44007.117,4.643522917938011
17944,44.073492,13.511284,1.516847377,57309.002,4.758222845560056
17946,38.279105,12.502507,1.693693031,45844.686,4.6612890025005616
17948,39.412078,12.125436,1.568533698,41634.346,4.6194517470699274
17950,36.765625,11.988432,1.513368247,38362.173,4.583903199520013
17952,35.384687,11.567556,1.597976391,37964.557,4.579378336557463
17954,42.59966,12.010845,1.483017636,40349.479,4.605837931402925
17956,40.329138,12.820031,1.617391304,46098.256,4.663684495370049
17958,44.637383,12.966406,1.508859966,50301.373,4.701579839493017
17960,39.956126,11.985999,1.525723473,37510.897,4.574157449581072
17962,35.780975,13.902219,2.078375826,54613.103,4.737296852922511
17964,48.270852,13.950617,1.386531987,63964.209,4.805937033644106
17966,38.867468,11.974247,1.830160545,45696.268,4.6598807328228204
17968,42.181192,13.064604,1.630406291,45462.649,4.657654737428658
17970,42.64876,11.1526,1.383156297,39380.266,4.595278645320181
17972,37.116412,12.165701,2.055054733,48624.479,4.6868549609941805
17974,41.40656,11.630667,1.789054309,41235.773,4.615274140198723
17976,39.069444,12.816216,1.637681159,39035.326,4.5914578106869985
17978,43.069116,12.427621,1.725731895,37293.438,4.571632421859662
17980,39.540896,11.484302,1.422717842,29293.478,4.466770938309645
17982,40.774333,11.499498,1.403052065,38518.733,4.585671993401661
17984,43.396612,12.75,1.504801097,45479.224,4.657813045826755
17986,39.589263,12.017886,1.881111758,46026.955,4.663012244273938
17988,39.593689,11.662867,1.787700944,42024.584,4.623503423065734
17990,38.62104,11.718409,1.930018914,40857.883,4.611275860455103
17992,39.991478,11.820157,1.926523854,43512.56,4.638614635146719
17994,47.844848,11.902782,1.462999162,38791.555,4.588737189096926
17996,43.35488,11.656757,1.748391391,39954.828,4.601569265428988
17998,44.251799,11.89198,1.625920471,36456.241,4.561771886559256
18000,55.157407,12.223301,1.138888889,43848.039,4.64195017534122
18002,40.512989,11.956084,1.955301713,46956.463,4.67169537619879
18004,41.176953,12.473569,1.750791497,51792.145,4.714263897933763
18006,40.85995,12.297008,1.879031816,47444.985,4.676190313666773
18008,35.95563,12.592661,1.805042017,55433.939,4.743775739591635
18010,55.347826,11.391304,0.913043478,22857.143,4.359021945356009
18012,32.587948,11.746544,2.275303644,37409.639,4.572983517311693
18014,49.293103,13.02381,1.706896552,80800.0,4.907411360774586
18016,41.911079,11.494065,1.631081081,38974.286,4.590778167758239
18018,42.352201,13.019048,1.556543059,58116.261,4.764297665514104
18020,45.359498,11.767182,1.516449885,39455.438,4.596106868904965
18022,41.475308,12.216846,1.658529156,44197.79,4.64540055408211
18024,41.155315,11.770093,1.425304878,38752.396,4.588298559420641
18026,40.387266,11.865665,1.864232159,46299.516,4.665576451069186
18028,36.955629,11.81713,1.656293223,37951.273,4.579226348020778
18030,40.078975,11.612953,1.530639731,38124.917,4.581208906873368
18032,40.235261,12.448649,1.762376238,41330.928,4.6162751565702305
18034,40.545358,12.069909,1.627906977,39131.471,4.59252617386989
18036,42.421623,12.470536,1.561444837,50442.276,4.7027946740933615
18038,38.647432,12.683063,1.841796055,43878.934,4.642256068229446
18040,46.322989,11.591722,1.308600337,35425.934,4.549321309186226
18042,36.130435,14.058824,2.117647059,52115.385,4.716965950444732
18044,38.678063,11.884512,1.693654267,35130.154,4.545680053612226
18046,45.347964,13.319255,1.624585689,45901.269,4.661824692336373
18048,46.503371,12.150442,1.428973277,36370.821,4.560753104512104
18050,40.635878,12.471568,1.582346431,43557.548,4.639063423883504
18052,48.573608,13.01196,1.222126188,61095.514,4.786009322900983
18054,39.680869,12.231087,1.650659824,37692.135,4.57625073793934
18056,42.235435,12.630854,1.577950675,44575.545,4.649096661753072
18058,45.127709,14.022089,1.63309831,41439.022,4.617409497098774
18060,44.734694,13.8,1.723404255,47458.333,4.676312479317138
18062,49.898896,13.050562,1.318809318,43254.974,4.636036055304784
18064,44.723933,13.422957,1.444150444,54380.906,4.7354464387704756
18068,42.932692,15.190476,1.0,42315.217,4.626496572356526
18070,47.560289,13.519054,1.237049586,54380.65,4.7354443943093365
18072,48.229821,13.336249,1.377388535,57806.723,4.761978350393005
18074,46.344592,11.673055,1.14315139,32737.008,4.5150389845301735
18076,53.857143,15.173432,1.129151292,58840.989,4.769679963743339
18078,43.877593,12.834116,1.253351206,54378.396,4.735426393052459
18082,48.002619,12.8712,1.378720238,42993.818,4.633406013684246
18084,43.953178,11.944231,1.499703123,37254.325,4.571176698952742
18086,47.043478,11.092308,1.523076923,32851.19,4.516551106044138
18088,48.847534,16.402778,1.208737864,46505.319,4.667502627733858
18090,39.09796,11.792372,1.613244296,40434.29,4.606749821583167
18092,47.371825,12.168522,1.659163987,40576.149,4.608270826644775
18094,37.148148,17.857143,2.333333333,66956.522,4.825792886510927
